emotion,lyric
신나는,(Fire) 맨주먹을 들고 All night long
신나는,(Fire) 진군하는 발걸음으로
신나는,(Fire) 뛰어봐 미쳐버려 다
신나는,용서해줄게
신나는,하나 둘 셋 넷
신나는,Left and right
신나는,Seventeen ha
신나는,잊지 말아야 해 출발선에 설 때
신나는,두 눈 부릅뜨고 고갤 들어
신나는,Come on!
신나는,무릎 꿇고서 추진력을 얻고 나면
신나는,제일 먼저 Baby 앞서갈래
신나는,친구들 불러 I'ma celebrate
신나는,아무도 못 말려 We party today
신나는,클라이맥스 달려 꼬리를 휘날려 또
신나는,알잖아 버펄로
신나는,레드 카펫 위를 뛰어
신나는,내일은 잘 나갈 거야 더
신나는,하물며 대기권을
신나는,뚫어 뚫어 뚫어 뚫어
신나는,웃어봐 더 하하하하
신나는,스무 번 더 하하하하 이것은
신나는,결승선을 넘을 때 세리머니
신나는,시원하게 Yeh it goes like
신나는,Rip it Rip it
신나는,기분 좋을 때 걱정 없이
신나는,더 더 확실하게 Follow me
신나는,Yeh it goes like
신나는,I run up I run up
신나는,그 누구의 말도 안 들어
신나는,딴말을 떠들어 떠들어
신나는,어쩌고저쩌고 시끄러워 쉿 해
신나는,우리에게 필요한 건
신나는,달콤한 내일이잖아
신나는,헹가래 하늘 향해
신나는,위로 위로 위로 위로
신나는,달리고 달리고 달려봐도
신나는,도대체 언제 앞지르냐고
신나는,달리는 것만으로도 충분하다고 Yeh
신나는,그럼 뭐 어쩌라고
신나는,안 뛰는 것도 방법이라고
신나는,아무렴 어때 Yeh yeh
신나는,혼자가 아니라
신나는,우리 우리라서
신나는,겁낼 필요 없어 Yeh
신나는,또 걱정 없이 달리지 Yeh
신나는,So uh
신나는,열정의 세리머니
신나는,넷을 세고 Go 해
신나는,같이 가보자 걱정 없이
신나는,하나 둘 셋 넷 둘 둘 셋 넷
신나는,셋 둘 셋 넷 넷 둘 셋 넷
신나는,Hey girls
신나는,do you know what time it is
신나는,It must be party time
신나는,Here we go
신나는,여긴 Summer 지금 Radio를 켜
신나는,흘러나오는 Favorite song
신나는,Hey turn it up
신나는,뜨거운 리듬 이끄는 대로 Drive
신나는,눈이 부신 여름 속으로 Oh Oh
신나는,창을 넘어 온 바람을 따라
신나는,지금 Yeah Yeah Yeah Yeah Yeah
신나는,Singing Yeah Yeah Yeah Yeah Yeah
신나는,목소릴 높여 Louder and Louder
신나는,파도소릴 따라 달려 Here we go
신나는,We can't stop stop stop
신나는,여긴 Party time
신나는,이대로 계속 Party time
신나는,It's a party
신나는,We gon rock rock rock
신나는,짜릿하게 난
신나는,Tonight
신나는,P A R T Y P A R T Y
신나는,레몬 소주 난 테킬라 넌 모히토
신나는,가자 제주 캘리포니아 로마까지
신나는,하얀 진주 품은 바다 멋진 파도
신나는,Finito
신나는,We love summer
신나는,바쁘게 뛰어 온 어젠 다 잊어버리고
신나는,저 푸른 하늘 정말 완벽한 걸
신나는,수면 위에 가득 물들어 Oh Oh
신나는,찬란한 여름 다 가기 전에
신나는,함께 Yeah Yeah Yeah Yeah Yeah
신나는,들뜬 내 맘은 Higher and Higher
신나는,어서 잔을 위로 A shot here we go
신나는,우릴 부를 Sunrise
신나는,찾아와도 멈출 수 없어
신나는,계속 되는 Party time
신나는,Go on and on and on 밤새도록
신나는,Party time
신나는,오 매우 공격적인 음악
신나는,뭐야 이거 내 목에 기계소리 빼
신나는,2010 Once again Psy is coming back hello
신나는,남의 떡이 더 크고 남의 여자가 더 예쁘고
신나는,내가 하는 모든것은 뭔가 좀 어설프고
신나는,그렇다고 죽을수도 계속 이대로 살수도
신나는,사투리로 짜투리로 늘어놓을 뿐이고
신나는,외쳐 외쳐 목이 터져라 외쳐
신나는,미치고 치고 팔짝 뛰고 심장 박동 뛰고
신나는,나를 걱정하는 댁은 대체 누구신데 신경꺼
신나는,잊어 그리고 나서 뛰어
신나는,(Right now) 180도 변해 돌고 돌고
신나는,지금부터 미쳐 볼란다
신나는,(Right now) 63 빌딩 위로 그리고 그 위로
신나는,지금부터 뛰어 볼란다 Right now
신나는,Right now
신나는,웃기고 앉았네 아주 놀고 자빠졌네
신나는,혼자 북치고 장구 치고 아주 생 쇼를 하네
신나는,평생 일생 혹은 나의 이생
신나는,기죽지 않아 굴하지 않아 쿨 하잖아 You know I'm saying
신나는,인생 뭐 있냐고 인생 뭐 있다고
신나는,저마다 존재하는 이유가 있다
신나는,세상이 나를 속이고 모르는게 사람 속이고
신나는,뺑뺑이 돌리고 안 봐도 비디오
신나는,인생은 독한 술이고 그래서 예술이고
신나는,수리수리수리 마술이고 원고 투고 쓰리고
열정,"We take it h1gh, Never low"
열정,"On the grind, On the go"
열정,"뜻대로 되지 않아도, 맘이 계속 가는 대로"
열정,어디까지 갈 수 있을지는 신 밖에 몰라 음
열정,나도 인간이라 의심될 때 있지 아주 가끔
열정,But 멘탈 다시 잡고 yeah I hustle day and night
열정,Reset을 가끔 해도 나는 뒤 안 돌아봐
열정,내 미랜 밝아 they need a 안경
열정,성공하기로는 이미 판정이 났어
열정,리듬 타서 삶이 가득 찼네
열정,행복하긴 내 작정
열정,앞으로 더 좋은 날이 너무 많아
열정,울고 싶어도 미소 짓고 살아
열정,Let's get it boy get it get it get it
열정,뒤집어
열정,안될 거란 생각은 뒤로
열정,언제나 네 자신을 믿어
열정,끝나기 전에 계속 도전해
열정,"Yeah, we on fire"
열정,아직도 넌 눈치만 보고 있어
열정,아무도 몰라 발 딛기 직전
열정,왜 아직 기적을 기적이라고 믿어
열정,매 순간이 기회라고 그 negativity 당장 뒤집어 버려
열정,여섯 번 넘어져도 777
열정,난 못 먹어도 ㄱㄱㄱㄱ
열정,하늘 위로 땀이 고여 비가 와도 웃을 수 있게
열정,취해서 말이 꼬여도 내 두발로 딱 설 수 있게
열정,Turn 부정적 생각 upside down 기분 높게 올려놔 봐
열정,니가 바꿀 수 있다니까 수도 없이 봐 왔잖아
열정,어차피는 어차피 이 단어 다음엔
열정,생각대로 바뀔 거야 결과는 그대로 반응해
열정,"If you feel the same for me, the way I feel for you"
열정,하루에도 수백 번씩 떠올리는 실패의 이유
열정,끝이 없는 생각에 고민들이 쌓이고 쌓인 밀푀유
열정,"자, eat it. 맛에 대한 평가가 미리 두렵긴 해도"
열정,Be patient 나만 빼고 다들 기분이 축제인 듯
열정,대신 내가 가진 믿음을 믿어주는 기회만이 내 옆에 있어
열정,남의 떡이 계속 커 보인다면 평생 finger lickin' lickin'
열정,우린 의미 없는 것에 시간을 뺏겨버린 걸 뒤늦게 느껴
열정,자신의 삶을 모두가 지켜보고 있다는 그놈의 착각
열정,그거 하나만 버리고 살아도 꽤 줄어드는 부담감
열정,서두를 필요는 없잖아. 모든 건 다 신의 계획 아래
열정,"힘들 게 얻은 컷, 그 다음 씬은 헹가래"
열정,뒤집어버려 (Turn)
열정,뒤집뒤집뒤집어버려
열정,(Turn everything upside down)
열정,넌 꿈이 뭐야?
열정,계속 그렇게 고개 숙일거야?
열정,네 자신에게 물어봐 꿈이 뭐야?
열정,자신감을 가져 넌 대체 꿈이 뭐야?
열정,네 인생의 주인공은 너 바로 너야
열정,원하는 삶을 살어 웅크리지 말어
열정,모두의 성공의 잣대가 왜 돈인거야?
열정,Why? 묻고 싶어 넌 행복해?
열정,그래 인생은 사실은 좀 불공평해
열정,출발선은 모두 달라도
열정,어릴 때 배웠잖아 인생은 Marathon
열정,위기는 위험과 기회의 합성어
열정,위기를 기회로 삼고 싶다면 받아쳐 지금
열정,활짝 펴 축 쳐진 어깨를
열정,사람으로 태어났음 남겨봐 이름
열정,Yeah 덧칠해봐 기름
열정,녹슬었던 꿈 이제 거머쥐기를
열정,넘어지고 포기하기엔
열정,인생은 길어
열정,네가 품은 꿈은 어디에?
열정,왜그리 고민이 많아?
열정,네 눈에 보이는 것보다
열정,훨씬 재밌는 게 많아
열정,Life's so good
열정,Yeah Yeah Yeah I'll be the one
열정,Survival game 이야 뭐가 그리 두려워
열정,부잣집 아들 한 개도 안 부러워
열정,집이 잘 살아야 니가 잘사는거니?
열정,부모 탓 하지마  네 능력이 원인
열정,뭘 하든 혼자서 하는 습관을 길러
열정,잘 되든 못 되든 니 탓
열정,원래 다 쉬운 일은 없어
열정,전부를 걸어봐 All-in 해봐 몽땅
열정,도전해 또 뭐가 그리도 겁나?
열정,허세만 부리다 니 앞을 못 봐
열정,많은 사람들이 자기 길 놔두고 옆 사람 따라 걷지
열정,첫술부터 배부르겠다는 욕심 땜에
열정,부려보는 땡깡 혹은 억지
열정,가슴이 뭉클해지거나 두근거릴 일이 없지
열정,넌 시스템의 부품
열정,아직 늦지 않았으니 키워봐 너의 꿈
열정,세상이 알아줄 거야 네가 바래온 꿈
열정,왜 그리 고민이 많아?
열정,[Intro]
열정,너무 고민할 필요 없지 빠지면 빠질수록
열정,복잡해지는 게 삶이니 조심해 그 수렁
열정,모두가 꿈꾸는 완벽은 존재하지 않아
열정,정답은 가까이 있어 주위를 둘러봐봐
열정,나만 혼자인듯한 생각은 외로움의 지름길
열정,한 발짝만 물러나 제 3의 눈을 뜨면
열정,쉽게 알게 될 거야 여태 뭘 놓치고 잃은지
열정,앓지 말고 도움을 청해 모르면 물어
열정,세상은 넓고 넘치는 게 시간
열정,늦음 따윈 없어 담배 대신 펴 네 미간
열정,지난 일에 대해 미련은 다 버려
열정,새로 다가올 날들을 위해 외쳐 word up
열정,Wassup young world what it do 절대 포기하지마
열정,숨을 쉬는 한 우린 특별해 어디까지나
열정,여기까지 왔으니 더 멀리까지 가
열정,따라가기만 해 너의 머리 아닌 맘
열정,따라 잡히기만 했던 머리와 기억
열정,이 모든 게 다 내 탓이라고 믿어
열정,족쇄는 내 맘 안에 악
열정,때문에 맘먹기에 달렸어
열정,전에도 얘기했었지
열정,from the bottom to the top
열정,이젠 더 한발 내달릴 준비가 끝났어
열정,yeah I'll be the one
열정,난 자유롭고 싶어
열정,지금 전투력 수치 111퍼
열정,입고 싶은 옷 입고 싶어
열정,길거리로 가서 시선을 끌고 싶어
열정,내가 보기 싫은 새끼들의 지펄
열정,닫아버리고 내 걸 열어주고 싶어
열정,그래
열정,할말은 하고 살고 싶어
열정,그래서 내게 욕을 하나 싶어
열정,신경 꺼
열정,난 사랑하고 싶어
열정,너도 나라도 아니고 날 말야
열정,다른 나라라도 날아가고 싶어
열정,일이라도 때려 쳐버리고 말야
열정,난
열정,일을 하기 싫어
열정,기계처럼 일만 하며
열정,고장 나기 싫어
열정,Yeah
열정,난 그러고 싶어
열정,그게 나쁘던 좋던 말야
열정,그게 나쁘던 좋던 만약
열정,내가 재벌이고 싶으면 말야
열정,그게 돼버리고 싶단 말야
열정,난 그냥 돼버리고 싶어
열정,주제 파악이고 뭐고 shut up
열정,And let me be who I am
열정,그게 다야
열정,내 주제라는 게 있다면 화약처럼
열정,난 그냥 깨 부시고 싶어
열정,깨 부시고 싶어
열정,꾸꾸꾸꾸꿈 깨
열정,깨버리기 싫어
열정,꾸 꿈 깨기 싫다고
열정,꿈꿈꿈꿈꿈꿈꿈
열정,내가 하는 말
열정,무슨 말인지 아는 사람
열정,그런 사람 여기 없어
열정,없으면 됐어
열정,없어도 난 됐어
열정,난 혼자 관 뚜껑을 닫겠어
열정,내가 살리고 싶은 건 내 개성
열정,똑같은 새끼들은
열정,지구에 세고 셌어
열정,내 여자친군 내가 최고랬어
열정,내 친구들은 PC방으로 퇴근했어
열정,사람들은 성실하기만 바래서
열정,피곤하지 날 걍 게으르게 냅둬
열정,너넨
열정,모두 줄자가 됐어
열정,맨날 재고 재서
열정,난 삐뚤하고 싶어
열정,미꾸라지처럼 미끄럽고 싶어
열정,싸우긴 싫어도 입 닥치긴 싫어
열정,난 시끄럽게 쥐뿔 없고 싶어
열정,있으려고 그저 가만있기 싫어
열정,있으려고 가만있기 보단
열정,시끄럽게 쥐뿔 없고 싶어
열정,근데 또 재벌이 되고 싶다고
열정,주제파악이고 뭐고 shut up
열정,I wanna be myself
열정,I wanna be different
열정,So let me be imperfect
열정,but you just can't Resist it
열정,But u can't
열정,Boi boi u hate
열정,Why why
열정,Are u so so so mad
열정,깨깨깨깨깨깨깨깨
열정,깨깨깨깨깨
열정,깨 버리고 싶어
열정,서울시가 잠이 든 시간에
열정,아무 말 없는 밤 하늘은 침착해
열정,그와 반대로 지금 내 심장은
열정,오늘만 살 것처럼 아주 긴박해
열정,"살아있음을 느낄 때면,"
열정,난 산송장처럼 눕긴 싫어!
열정,지금 이 순간이 훗날 죽이 되더라도
열정,"취침 시간을 뒤로 미뤄, 미뤄, 미뤄,"
열정,mirror on the wall- 내 모습이 어때?
열정,눈이 푹 패이고 몰골은 초췌해도
열정,I don't care at all-
열정,내 청춘은 14 carat gold!
열정,단지 조금 더 어리단 건
열정,억울하긴 해도 잠재가치가 커!
열정,"so I gotta live my life young, die later!!"
열정,이 밤이 와도 이 밤이 가도 I'm always awake!
열정,태양이 밤 하늘의 달빛을 가려도 always awake!
열정,모두가 등한시하는 밤 하늘에 뜬 달
열정,곁에 있는 별처럼 깨 있는 나
열정,잠이 든 자에게는 내일이 와
열정,허나 난 내가 먼저 내일을 봐
열정,만약 오늘 내가 죽어도 시간은 가
열정,움직이는 시계 바늘이 실감이나
열정,"시간에 뒤쳐지거나, 같이 뛰거나,"
열정,선택하라면 난 신발을 신을거야
열정,"커피 한 잔을 비운 다음에,"
열정,"심박수를 키운 다음에,"
열정,한 숨을 쉼표처럼 찍고 다시
열정,한밤중에 싸움을 해!
열정,왜?
열정,왜냐면 난 내가 내 꿈의 근처라도
열정,가보고는 죽어야지 싶더라고!
열정,"yo I gotta live my life now, not later!"
열정,태양이 밤 하늘의 달빛을 가려도 always awake
열정,꿈 속에서 헤맬 바엔
열정,어서 잠에서 깨길 바래
열정,멋쟁이들은 깨 있는 밤에
열정,"게으름뱅이들은 ""I beg ya pardon?"""
열정,어쨌든간 인생은 딱 한 번!
열정,이 모든 것들이 끝이 난다면
